Date,Week,Region,Brand,Category,Subcategory,Revenue,COGS,Gross_Profit,Operating_Expenses,Operating_Income,Units,Gross_Margin_Percentage,Operating_Margin_Percentage
2021-04-24,13,Canada,American Eagle,Mens Apparel,Others,2241395.26,1379490.75,861904.51,609675.82,252228.69,46965,38.45,11.25
2021-04-24,13,Canada,American Eagle,Mens Apparel,Tops,3860064.24,2478950.5,1381113.74,1102278.64,278835.1,128221,35.78,7.22
2021-04-24,13,Canada,American Eagle,Womens Apparel,Accessories,2369420.01,1230102.88,1139317.13,758503.14,380813.99,57491,48.08,16.07
2021-04-24,13,Canada,American Eagle,Womens Apparel,Dresses,2485921.68,1458528.14,1027393.54,806147.19,221246.35,79429,41.33,8.9
2021-04-24,13,Canada,American Eagle,Womens Apparel,Jeans,4053781.48,2233050.19,1820731.28,1271354.43,549376.85,134836,44.91,13.55
2021-04-24,13,Canada,American Eagle,Womens Apparel,Others,2839922.22,1791625.12,1048297.1,759691.15,288605.95,61072,36.91,10.16
2021-04-24,13,Canada,American Eagle,Womens Apparel,Tops,3763916.66,2448477.2,1315439.47,1148941.89,166497.57,82031,34.95,4.42
2021-04-24,13,United States,Aerie,Accessories,N/A,2238227.28,1285830.16,952397.12,617346.81,335050.32,60490,42.55,14.97
2021-04-24,13,United States,Aerie,Activewear,N/A,6006840.5,3544703.44,2462137.05,1768847.97,693289.08,181291,40.99,11.54
2021-04-24,13,United States,Aerie,Intimates,N/A,8261285.3,4651327.82,3609957.48,2225818.82,1384138.66,253508,43.7,16.75
2021-04-24,13,United States,Aerie,Swim,N/A,2805030.16,1608479.91,1196550.25,835911.82,360638.44,77025,42.66,12.86
2021-04-24,13,United States,Aerie,Tops,N/A,3486441.85,1980181.61,1506260.24,1015636.05,490624.19,98673,43.2,14.07
2021-04-24,13,United States,American Eagle,Mens Apparel,Accessories,8297417.32,4624142.83,3673274.49,2184011.39,1489263.1,170863,44.27,17.95
2021-04-24,13,United States,American Eagle,Mens Apparel,Active Bottoms,8972736.53,5060754.12,3911982.41,2646203.79,1265778.62,208041,43.6,14.11
2021-04-24,13,United States,American Eagle,Mens Apparel,Jeans,16670432.24,9260549.44,7409882.8,4473224.44,2936658.36,337664,44.45,17.62
2021-04-24,13,United States,American Eagle,Mens Apparel,Others,7366742.64,4977162.52,2389580.12,1806659.78,582920.34,174324,32.44,7.91
2021-04-24,13,United States,American Eagle,Mens Apparel,Tops,13104725.14,8293592.18,4811132.96,3912504.84,898628.13,264211,36.71,6.86
2021-04-24,13,United States,American Eagle,Womens Apparel,Accessories,8783275.74,4855402.35,3927873.38,2615413.39,1312460.0,203678,44.72,14.94
2021-04-24,13,United States,American Eagle,Womens Apparel,Dresses,8040875.38,4610175.06,3430700.32,2296888.91,1133811.41,178286,42.67,14.1
2021-04-24,13,United States,American Eagle,Womens Apparel,Jeans,12613813.65,7371828.96,5241984.69,3462034.4,1779950.3,264227,41.56,14.11
2021-04-24,13,United States,American Eagle,Womens Apparel,Others,8407872.64,5434677.09,2973195.55,2136132.38,837063.17,169194,35.36,9.96
2021-04-24,13,United States,American Eagle,Womens Apparel,Tops,11304341.4,6802274.35,4502067.06,3233974.51,1268092.54,240875,39.83,11.22
2021-05-01,14,Canada,Aerie,Accessories,N/A,761208.67,414128.24,347080.44,224722.57,122357.86,27901,45.6,16.07
2021-05-01,14,Canada,Aerie,Activewear,N/A,2354555.58,1361872.69,992682.9,638210.68,354472.22,60799,42.16,15.05
2021-05-01,14,Canada,Aerie,Intimates,N/A,2916615.72,1710931.61,1205684.11,828356.89,377327.23,79056,41.34,12.94
2021-05-01,14,Canada,Aerie,Swim,N/A,1113268.57,622763.31,490505.26,304261.3,186243.96,40098,44.06,16.73
2021-05-01,14,Canada,Aerie,Tops,N/A,1342261.29,864929.41,477331.88,378993.42,98338.47,37875,35.56,7.33
2021-05-01,14,Canada,American Eagle,Mens Apparel,Accessories,2710177.95,1381648.21,1328529.73,854782.67,473747.07,66249,49.02,17.48
2021-05-01,14,Canada,American Eagle,Mens Apparel,Active Bottoms,3351398.04,2082702.12,1268695.93,742579.29,526116.64,100595,37.86,15.7
2021-05-01,14,Canada,American Eagle,Mens Apparel,Jeans,5215000.54,3130650.54,2084350.0,1466633.36,617716.64,110480,39.97,11.84
2021-05-01,14,Canada,American Eagle,Mens Apparel,Others,2543908.32,1652482.46,891425.86,675254.87,216170.98,55148,35.04,8.5
2021-05-01,14,Canada,American Eagle,Mens Apparel,Tops,4589240.83,2831349.06,1757891.77,1319818.12,438073.64,145070,38.3,9.55
2021-05-01,14,Canada,American Eagle,Womens Apparel,Accessories,2982510.52,1587703.1,1394807.42,830459.94,564347.48,73147,46.77,18.92
2021-05-01,14,Canada,American Eagle,Womens Apparel,Dresses,2427076.84,1378822.66,1048254.18,662083.58,386170.6,62193,43.19,15.91
2021-05-01,14,Canada,American Eagle,Womens Apparel,Jeans,5307506.52,3084604.1,2222902.43,1419388.08,803514.35,150899,41.88,15.14
2021-05-01,14,Canada,American Eagle,Womens Apparel,Others,2561195.5,1665053.55,896141.95,770325.07,125816.88,68101,34.99,4.91
2021-05-01,14,Canada,American Eagle,Womens Apparel,Tops,5013913.97,3157035.35,1856878.62,1308297.76,548580.86,111086,37.03,10.94
2021-05-01,14,United States,Aerie,Accessories,N/A,1611646.17,848862.44,762783.73,427582.89,335200.84,42682,47.33,20.8
2021-05-01,14,United States,Aerie,Activewear,N/A,4670038.0,2778945.58,1891092.41,1315767.43,575324.99,139810,40.49,12.32
2021-05-01,14,United States,Aerie,Intimates,N/A,5096449.18,2712937.2,2383511.98,1502111.52,881400.46,201223,46.77,17.29
2021-05-01,14,United States,Aerie,Swim,N/A,2521504.93,1529704.11,991800.81,827799.53,164001.29,63706,39.33,6.5
2021-05-01,14,United States,Aerie,Tops,N/A,2432630.49,1533970.7,898659.79,719779.59,178880.21,86968,36.94,7.35
2021-05-01,14,United States,American Eagle,Mens Apparel,Accessories,8847649.79,5073227.67,3774422.11,1969086.54,1805335.58,270822,42.66,20.4
2021-05-01,14,United States,American Eagle,Mens Apparel,Active Bottoms,9384536.39,5667311.24,3717225.15,2558444.17,1158780.97,203777,39.61,12.35
2021-05-01,14,United States,American Eagle,Mens Apparel,Jeans,19050920.12,11787704.37,7263215.76,4856708.91,2406506.85,511506,38.13,12.63
2021-05-01,14,United States,American Eagle,Mens Apparel,Others,8680861.79,5708266.31,2972595.48,1932137.14,1040458.34,194681,34.24,11.99
2021-05-01,14,United States,American Eagle,Mens Apparel,Tops,14670767.51,9054537.67,5616229.84,3588927.65,2027302.19,407810,38.28,13.82
2021-05-01,14,United States,American Eagle,Womens Apparel,Accessories,8807885.67,4883287.89,3924597.77,2318185.93,1606411.84,194916,44.56,18.24
2021-05-01,14,United States,American Eagle,Womens Apparel,Dresses,8609257.9,4924522.05,3684735.85,2375522.62,1309213.24,244344,42.8,15.21
2021-05-01,14,United States,American Eagle,Womens Apparel,Jeans,16738085.31,9909687.02,6828398.3,4843591.56,1984806.74,396594,40.8,11.86
2021-05-01,14,United States,American Eagle,Womens Apparel,Others,7720956.11,4788121.81,2932834.3,2120001.04,812833.25,246618,37.99,10.53
2021-05-01,14,United States,American Eagle,Womens Apparel,Tops,14736922.37,9305906.04,5431016.33,4230523.27,1200493.06,469640,36.85,8.15
2021-05-08,15,Canada,Aerie,Accessories,N/A,862440.66,505563.28,356877.39,229617.34,127260.04,27362,41.38,14.76
2021-05-08,15,Canada,Aerie,Activewear,N/A,1939434.97,1170209.36,769225.61,545759.02,223466.59,74724,39.66,11.52
2021-05-08,15,Canada,Aerie,Intimates,N/A,2957680.01,1601387.75,1356292.26,881337.52,474954.74,87251,45.86,16.06
2021-05-08,15,Canada,Aerie,Swim,N/A,1290621.36,735625.93,554995.43,366267.54,188727.89,39394,43.0,14.62
2021-05-08,15,Canada,Aerie,Tops,N/A,1312573.96,804672.67,507901.29,398064.53,109836.76,49115,38.7,8.37
2021-05-08,15,Canada,American Eagle,Mens Apparel,Accessories,3141839.9,1731998.69,1409841.21,867931.13,541910.08,101873,44.87,17.25
2021-05-08,15,Canada,American Eagle,Mens Apparel,Active Bottoms,3110338.35,1797335.1,1313003.25,863406.22,449597.03,75986,42.21,14.45
2021-05-08,15,Canada,American Eagle,Mens Apparel,Jeans,6238722.97,3539262.29,2699460.67,1885304.63,814156.05,177207,43.27,13.05
2021-05-08,15,Canada,American Eagle,Mens Apparel,Others,2775498.37,1785645.72,989852.65,787714.17,202138.47,77961,35.66,7.28
2021-05-08,15,Canada,American Eagle,Mens Apparel,Tops,5246492.2,3184580.7,2061911.49,1367622.81,694288.69,134728,39.3,13.23
2021-05-08,15,Canada,American Eagle,Womens Apparel,Accessories,2866445.91,1589356.31,1277089.6,782578.9,494510.7,94764,44.55,17.25
2021-05-08,15,Canada,American Eagle,Womens Apparel,Dresses,3266387.75,1887088.67,1379299.08,936768.29,442530.79,80031,42.23,13.55
2021-05-08,15,Canada,American Eagle,Womens Apparel,Jeans,5861930.28,3311921.81,2550008.48,1664316.32,885692.16,127161,43.5,15.11
2021-05-08,15,Canada,American Eagle,Womens Apparel,Others,2486643.85,1631052.73,855591.11,616370.53,239220.59,69076,34.41,9.62
2021-05-08,15,Canada,American Eagle,Womens Apparel,Tops,5269107.79,3365425.38,1903682.41,1589793.32,313889.1,113100,36.13,5.96
2021-05-08,15,United States,Aerie,Accessories,N/A,1975896.11,1113525.94,862370.18,573559.48,288810.7,51904,43.64,14.62
2021-05-08,15,United States,Aerie,Activewear,N/A,5666836.78,3264701.6,2402135.18,1459620.68,942514.5,217581,42.39,16.63
2021-05-08,15,United States,Aerie,Intimates,N/A,7994562.59,4400878.09,3593684.5,2093983.5,1499701.0,227488,44.95,18.76
2021-05-08,15,United States,Aerie,Swim,N/A,3136882.29,1733073.12,1403809.17,941851.79,461957.37,95958,44.75,14.73
2021-05-08,15,United States,Aerie,Tops,N/A,3386576.1,2117213.21,1269362.89,987978.97,281383.92,116021,37.48,8.31
2021-05-08,15,United States,American Eagle,Mens Apparel,Accessories,7122796.26,3748387.77,3374408.5,2363281.64,1011126.86,160470,47.37,14.2
2021-05-08,15,United States,American Eagle,Mens Apparel,Active Bottoms,8149021.06,4655968.93,3493052.13,2087940.34,1405111.79,269369,42.86,17.24
2021-05-08,15,United States,American Eagle,Mens Apparel,Jeans,13543086.15,7799823.0,5743263.16,3843939.82,1899323.33,337697,42.41,14.02
2021-05-08,15,United States,American Eagle,Mens Apparel,Others,6720693.32,4288280.54,2432412.78,1918216.86,514195.92,164658,36.19,7.65
2021-05-08,15,United States,American Eagle,Mens Apparel,Tops,12476165.33,7755094.89,4721070.44,3606203.6,1114866.84,251119,37.84,8.94
2021-05-08,15,United States,American Eagle,Womens Apparel,Accessories,6896181.81,3849546.43,3046635.38,1839527.01,1207108.37,153328,44.18,17.5
2021-05-08,15,United States,American Eagle,Womens Apparel,Dresses,5672034.13,3346420.98,2325613.15,1530907.54,794705.6,128209,41.0,14.01
2021-05-08,15,United States,American Eagle,Womens Apparel,Jeans,15063430.35,9040029.28,6023401.07,4561170.12,1462230.95,382094,39.99,9.71
2021-05-08,15,United States,American Eagle,Womens Apparel,Others,5825805.74,3644955.15,2180850.59,1808483.44,372367.15,157252,37.43,6.39
2021-05-08,15,United States,American Eagle,Womens Apparel,Tops,11980788.47,7115157.86,4865630.61,3332775.21,1532855.39,257291,40.61,12.79
2021-05-15,16,Canada,Aerie,Accessories,N/A,949863.84,525286.21,424577.63,252402.5,172175.13,32016,44.7,18.13
2021-05-15,16,Canada,Aerie,Activewear,N/A,2355625.21,1491699.29,863925.92,708220.9,155705.03,76935,36.68,6.61
2021-05-15,16,Canada,Aerie,Intimates,N/A,3059921.88,1794295.84,1265626.04,814356.18,451269.87,90710,41.36,14.75
2021-05-15,16,Canada,Aerie,Swim,N/A,1211780.87,683937.35,527843.52,371054.79,156788.73,40246,43.56,12.94
2021-05-15,16,Canada,Aerie,Tops,N/A,1391165.51,869569.01,521596.5,355736.07,165860.44,51260,37.49,11.92
2021-05-15,16,Canada,American Eagle,Mens Apparel,Accessories,2695483.61,1441601.86,1253881.76,775304.03,478577.73,83165,46.52,17.75
2021-05-15,16,Canada,American Eagle,Mens Apparel,Active Bottoms,2596441.71,1614488.18,981953.53,800271.75,181681.78,62007,37.82,7.0
2021-05-15,16,Canada,American Eagle,Mens Apparel,Jeans,5755470.93,3585867.36,2169603.57,1528750.54,640853.03,177525,37.7,11.13
2021-05-15,16,Canada,American Eagle,Mens Apparel,Others,2809008.15,1890110.03,918898.13,792621.19,126276.94,92908,32.71,4.5
2021-05-15,16,Canada,American Eagle,Mens Apparel,Tops,5071124.47,3193889.27,1877235.2,1471835.47,405399.73,116923,37.02,7.99
2021-05-15,16,Canada,American Eagle,Womens Apparel,Accessories,2864204.13,1643688.66,1220515.47,854630.06,365885.41,79283,42.61,12.77
2021-05-15,16,Canada,American Eagle,Womens Apparel,Dresses,2866807.65,1560270.13,1306537.52,829710.24,476827.28,74272,45.57,16.63
2021-05-15,16,Canada,American Eagle,Womens Apparel,Jeans,4385410.6,2600159.89,1785250.71,1462807.2,322443.52,142038,40.71,7.35
2021-05-15,16,Canada,American Eagle,Womens Apparel,Others,2570703.24,1597259.03,973444.21,746947.05,226497.16,54520,37.87,8.81
2021-05-15,16,Canada,American Eagle,Womens Apparel,Tops,4187724.88,2583000.73,1604724.15,1086490.55,518233.59,113601,38.32,12.38
2021-05-15,16,United States,Aerie,Accessories,N/A,1924464.86,1052805.71,871659.15,600903.4,270755.75,72030,45.29,14.07
2021-05-15,16,United States,Aerie,Activewear,N/A,5066141.08,3080123.79,1986017.29,1352366.16,633651.13,163853,39.2,12.51
2021-05-15,16,United States,Aerie,Intimates,N/A,6851703.29,3877519.47,2974183.82,2065926.55,908257.27,211451,43.41,13.26
2021-05-15,16,United States,Aerie,Swim,N/A,3187527.86,1790036.11,1397491.76,857931.26,539560.49,81054,43.84,16.93
2021-05-15,16,United States,Aerie,Tops,N/A,2486288.36,1620271.16,866017.2,709443.82,156573.38,72871,34.83,6.3
2021-05-15,16,United States,American Eagle,Mens Apparel,Accessories,6312135.71,3456120.93,2856014.78,1837019.01,1018995.77,140670,45.25,16.14
2021-05-15,16,United States,American Eagle,Mens Apparel,Active Bottoms,7506272.97,4499235.76,3007037.21,2063236.05,943801.16,174384,40.06,12.57
2021-05-15,16,United States,American Eagle,Mens Apparel,Jeans,18088835.38,10408312.43,7680522.95,5826487.1,1854035.85,424360,42.46,10.25
2021-05-15,16,United States,American Eagle,Mens Apparel,Others,10211822.37,6615822.58,3595999.78,2837757.18,758242.6,274238,35.21,7.43
2021-05-15,16,United States,American Eagle,Mens Apparel,Tops,12306127.33,7226166.7,5079960.63,3628369.96,1451590.67,354146,41.28,11.8
2021-05-15,16,United States,American Eagle,Womens Apparel,Accessories,9209487.07,5171593.0,4037894.06,2667094.37,1370799.69,256747,43.84,14.88
2021-05-15,16,United States,American Eagle,Womens Apparel,Dresses,7278154.18,4136547.7,3141606.48,1825717.48,1315889.0,241717,43.16,18.08
2021-05-15,16,United States,American Eagle,Womens Apparel,Jeans,16310561.05,9659691.35,6650869.7,4554875.28,2095994.42,497265,40.78,12.85
2021-05-15,16,United States,American Eagle,Womens Apparel,Others,10577380.4,6909172.97,3668207.43,3103686.9,564520.53,333231,34.68,5.34
2021-05-15,16,United States,American Eagle,Womens Apparel,Tops,13542507.85,8956433.65,4586074.21,3914335.5,671738.71,380261,33.86,4.96
2021-05-22,17,Canada,Aerie,Accessories,N/A,727454.87,412033.95,315420.92,203337.78,112083.14,23380,43.36,15.41
2021-05-22,17,Canada,Aerie,Activewear,N/A,1799411.92,1061182.11,738229.81,529930.26,208299.55,49835,41.03,11.58
2021-05-22,17,Canada,Aerie,Intimates,N/A,2553223.19,1345784.07,1207439.12,687758.82,519680.3,87494,47.29,20.35
2021-05-22,17,Canada,Aerie,Swim,N/A,1102888.76,624051.87,478836.89,316561.02,162275.87,41888,43.42,14.71
2021-05-22,17,Canada,Aerie,Tops,N/A,1036577.41,633942.14,402635.27,277930.45,124704.82,28373,38.84,12.03
2021-05-22,17,Canada,American Eagle,Mens Apparel,Accessories,3289197.27,1856769.56,1432427.72,936794.38,495633.33,82546,43.55,15.07
2021-05-22,17,Canada,American Eagle,Mens Apparel,Active Bottoms,3212139.35,2041188.16,1170951.19,980468.37,190482.82,89936,36.45,5.93
2021-05-22,17,Canada,American Eagle,Mens Apparel,Jeans,6243406.5,3587570.39,2655836.11,1705300.04,950536.06,175794,42.54,15.22
2021-05-22,17,Canada,American Eagle,Mens Apparel,Others,2343369.51,1473695.56,869673.96,666606.09,203067.87,47231,37.11,8.67
2021-05-22,17,Canada,American Eagle,Mens Apparel,Tops,5088146.85,3273977.41,1814169.44,1423310.19,390859.25,107637,35.65,7.68
2021-05-22,17,Canada,American Eagle,Womens Apparel,Accessories,3401656.44,1826288.06,1575368.38,965712.32,609656.06,111961,46.31,17.92
2021-05-22,17,Canada,American Eagle,Womens Apparel,Dresses,3451811.36,1981647.27,1470164.08,957169.73,512994.35,85847,42.59,14.86
2021-05-22,17,Canada,American Eagle,Womens Apparel,Jeans,6921027.51,4060829.54,2860197.97,1995290.5,864907.47,140897,41.33,12.5
2021-05-22,17,Canada,American Eagle,Womens Apparel,Others,3696421.73,2420521.52,1275900.22,1105375.03,170525.19,113079,34.52,4.61
2021-05-22,17,Canada,American Eagle,Womens Apparel,Tops,5921044.22,3694416.41,2226627.81,1639978.47,586649.35,125767,37.61,9.91
2021-05-22,17,United States,Aerie,Accessories,N/A,1694848.75,916313.43,778535.32,511362.52,267172.8,62865,45.94,15.76
2021-05-22,17,United States,Aerie,Activewear,N/A,4014085.15,2385019.93,1629065.22,1196154.42,432910.8,119678,40.58,10.78
2021-05-22,17,United States,Aerie,Intimates,N/A,6985071.43,3970228.63,3014842.8,1602335.22,1412507.58,175030,43.16,20.22
2021-05-22,17,United States,Aerie,Swim,N/A,2453093.46,1497590.07,955503.39,698686.4,256816.99,62165,38.95,10.47
2021-05-22,17,United States,Aerie,Tops,N/A,2174512.05,1326595.9,847916.15,588626.91,259289.24,67671,38.99,11.92
2021-05-22,17,United States,American Eagle,Mens Apparel,Accessories,7728511.98,4290683.76,3437828.22,2411086.63,1026741.59,215971,44.48,13.29
2021-05-22,17,United States,American Eagle,Mens Apparel,Active Bottoms,7936742.23,4697081.77,3239660.46,2047973.87,1191686.59,260502,40.82,15.01
2021-05-22,17,United States,American Eagle,Mens Apparel,Jeans,13424975.33,7444823.44,5980151.89,4266829.8,1713322.09,409160,44.54,12.76
2021-05-22,17,United States,American Eagle,Mens Apparel,Others,7943713.93,5127034.63,2816679.29,2262302.45,554376.84,170707,35.46,6.98
2021-05-22,17,United States,American Eagle,Mens Apparel,Tops,12746828.92,8023832.92,4722996.01,3565427.69,1157568.32,317803,37.05,9.08
2021-05-22,17,United States,American Eagle,Womens Apparel,Accessories,7165932.01,4066438.49,3099493.52,1825670.97,1273822.55,145270,43.25,17.78
2021-05-22,17,United States,American Eagle,Womens Apparel,Dresses,7072201.44,3940906.3,3131295.14,2051057.86,1080237.27,182231,44.28,15.27
2021-05-22,17,United States,American Eagle,Womens Apparel,Jeans,17486915.97,10179938.94,7306977.04,5052920.24,2254056.8,463717,41.79,12.89
2021-05-22,17,United States,American Eagle,Womens Apparel,Others,7324991.89,5051211.83,2273780.06,2160566.46,113213.6,176041,31.04,1.55
2021-05-22,17,United States,American Eagle,Womens Apparel,Tops,14071312.3,9298030.84,4773281.45,3991552.93,781728.52,344597,33.92,5.56
2021-05-29,18,Canada,Aerie,Accessories,N/A,622916.15,364329.31,258586.84,175899.29,82687.55,16596,41.51,13.27
2021-05-29,18,Canada,Aerie,Activewear,N/A,1642649.44,1015224.75,627424.69,431370.81,196053.87,47376,38.2,11.94
2021-05-29,18,Canada,Aerie,Intimates,N/A,2682549.71,1423310.37,1259239.34,837076.4,422162.94,91151,46.94,15.74
2021-05-29,18,Canada,Aerie,Swim,N/A,918623.5,521719.59,396903.91,247217.86,149686.05,34440,43.21,16.29
2021-05-29,18,Canada,Aerie,Tops,N/A,1056734.84,622459.1,434275.75,279793.64,154482.11,37756,41.1,14.62
2021-05-29,18,Canada,American Eagle,Mens Apparel,Accessories,2909792.55,1677675.59,1232116.95,845134.33,386982.63,67157,42.34,13.3
2021-05-29,18,Canada,American Eagle,Mens Apparel,Active Bottoms,2705374.95,1608866.87,1096508.07,725973.37,370534.7,67844,40.53,13.7
2021-05-29,18,Canada,American Eagle,Mens Apparel,Jeans,4877636.04,2875485.54,2002150.49,1451037.13,551113.36,106548,41.05,11.3
2021-05-29,18,Canada,American Eagle,Mens Apparel,Others,2309868.67,1497318.89,812549.78,655878.69,156671.09,64232,35.18,6.78
2021-05-29,18,Canada,American Eagle,Mens Apparel,Tops,4125116.89,2479610.1,1645506.79,1136365.68,509141.11,83705,39.89,12.34
2021-05-29,18,Canada,American Eagle,Womens Apparel,Accessories,2158932.42,1206983.49,951948.94,667216.66,284732.27,46485,44.09,13.19
2021-05-29,18,Canada,American Eagle,Womens Apparel,Dresses,2152648.31,1236027.09,916621.22,542270.87,374350.35,69334,42.58,17.39
2021-05-29,18,Canada,American Eagle,Womens Apparel,Jeans,5132693.06,3006185.79,2126507.27,1392180.39,734326.88,137971,41.43,14.31
2021-05-29,18,Canada,American Eagle,Womens Apparel,Others,2415442.62,1546727.52,868715.1,658421.13,210293.97,50741,35.97,8.71
2021-05-29,18,Canada,American Eagle,Womens Apparel,Tops,4250614.01,2635335.8,1615278.21,1241281.88,373996.33,109964,38.0,8.8
2021-05-29,18,United States,Aerie,Accessories,N/A,2107946.62,1195927.92,912018.69,562479.56,349539.13,69332,43.27,16.58
2021-05-29,18,United States,Aerie,Activewear,N/A,4006972.54,2377317.68,1629654.86,1046020.81,583634.05,155218,40.67,14.57
2021-05-29,18,United States,Aerie,Intimates,N/A,7082919.83,3967704.88,3115214.95,1979594.74,1135620.22,242034,43.98,16.03
2021-05-29,18,United States,Aerie,Swim,N/A,2918199.13,1636812.27,1281386.86,756813.4,524573.47,112496,43.91,17.98
2021-05-29,18,United States,Aerie,Tops,N/A,2680693.75,1601927.33,1078766.42,750605.35,328161.07,104295,40.24,12.24
2021-05-29,18,United States,American Eagle,Mens Apparel,Accessories,7269367.09,4231870.76,3037496.34,1924532.26,1112964.08,209808,41.78,15.31
2021-05-29,18,United States,American Eagle,Mens Apparel,Active Bottoms,8258928.78,4954847.84,3304080.94,2282898.33,1021182.62,262537,40.01,12.36
2021-05-29,18,United States,American Eagle,Mens Apparel,Jeans,14144266.86,8358820.32,5785446.54,3990603.25,1794843.29,288931,40.9,12.69
2021-05-29,18,United States,American Eagle,Mens Apparel,Others,7839240.4,5194265.84,2644974.57,2170697.49,474277.08,162902,33.74,6.05
2021-05-29,18,United States,American Eagle,Mens Apparel,Tops,11854516.62,7798758.04,4055758.59,3369834.53,685924.06,375889,34.21,5.79
2021-05-29,18,United States,American Eagle,Womens Apparel,Accessories,6742017.56,3682612.36,3059405.2,1738718.69,1320686.51,152262,45.38,19.59
2021-05-29,18,United States,American Eagle,Womens Apparel,Dresses,8077305.81,5091854.77,2985451.04,2291345.81,694105.23,193620,36.96,8.59
2021-05-29,18,United States,American Eagle,Womens Apparel,Jeans,15430197.32,9031144.77,6399052.55,3702055.41,2696997.13,446985,41.47,17.48
2021-05-29,18,United States,American Eagle,Womens Apparel,Others,7773820.45,4978920.9,2794899.55,2255258.41,539641.14,189374,35.95,6.94
2021-05-29,18,United States,American Eagle,Womens Apparel,Tops,12111265.94,7503380.1,4607885.84,2990775.7,1617110.14,281943,38.05,13.35
2021-06-05,19,Canada,Aerie,Accessories,N/A,743248.22,420054.05,323194.17,184825.77,138368.4,19159,43.48,18.62
2021-06-05,19,Canada,Aerie,Activewear,N/A,1845540.18,1107350.26,738189.92,470597.7,267592.22,61878,40.0,14.5
2021-06-05,19,Canada,Aerie,Intimates,N/A,2888866.53,1575463.24,1313403.29,739368.84,574034.45,78986,45.46,19.87
2021-06-05,19,Canada,Aerie,Swim,N/A,1093188.21,635495.07,457693.14,352000.52,105692.62,40824,41.87,9.67
2021-06-05,19,Canada,Aerie,Tops,N/A,1212212.85,740187.54,472025.3,356732.51,115292.8,45863,38.94,9.51
2021-06-05,19,Canada,American Eagle,Mens Apparel,Accessories,2710958.31,1593743.82,1117214.49,728504.97,388709.52,81373,41.21,14.34
2021-06-05,19,Canada,American Eagle,Mens Apparel,Active Bottoms,1862598.56,1124638.47,737960.1,508212.05,229748.05,40369,39.62,12.33
2021-06-05,19,Canada,American Eagle,Mens Apparel,Jeans,4516209.93,2694835.37,1821374.56,1453274.69,368099.87,138171,40.33,8.15
2021-06-05,19,Canada,American Eagle,Mens Apparel,Others,2205879.13,1496642.98,709236.15,605882.1,103354.05,71158,32.15,4.69
2021-06-05,19,Canada,American Eagle,Mens Apparel,Tops,3721284.17,2263688.97,1457595.2,1042242.62,415352.59,85365,39.17,11.16
2021-06-05,19,Canada,American Eagle,Womens Apparel,Accessories,2095081.55,1134449.48,960632.07,587425.16,373206.91,46406,45.85,17.81
2021-06-05,19,Canada,American Eagle,Womens Apparel,Dresses,2260548.73,1286641.99,973906.74,657761.28,316145.46,46940,43.08,13.99
2021-06-05,19,Canada,American Eagle,Womens Apparel,Jeans,4647937.53,2661307.33,1986630.2,1305880.94,680749.26,132078,42.74,14.65
2021-06-05,19,Canada,American Eagle,Womens Apparel,Others,2205466.24,1488395.23,717071.0,575119.94,141951.06,51514,32.51,6.44
2021-06-05,19,Canada,American Eagle,Womens Apparel,Tops,3830270.57,2219694.68,1610575.89,968049.25,642526.63,121744,42.05,16.77
2021-06-05,19,United States,Aerie,Accessories,N/A,1762118.07,971841.63,790276.44,482120.88,308155.56,64761,44.85,17.49
2021-06-05,19,United States,Aerie,Activewear,N/A,3882044.64,2298693.01,1583351.63,1196678.67,386672.96,142698,40.79,9.96
2021-06-05,19,United States,Aerie,Intimates,N/A,4905846.42,2758691.02,2147155.4,1336823.88,810331.52,142876,43.77,16.52
2021-06-05,19,United States,Aerie,Swim,N/A,2161461.21,1226044.87,935416.34,594973.82,340442.52,73625,43.28,15.75
2021-06-05,19,United States,Aerie,Tops,N/A,2525513.3,1508229.01,1017284.28,786977.25,230307.03,87392,40.28,9.12
2021-06-05,19,United States,American Eagle,Mens Apparel,Accessories,6165039.1,3302564.43,2862474.67,1814763.81,1047710.86,152502,46.43,16.99
2021-06-05,19,United States,American Eagle,Mens Apparel,Active Bottoms,6359196.11,3820818.79,2538377.32,2037220.36,501156.96,175487,39.92,7.88
2021-06-05,19,United States,American Eagle,Mens Apparel,Jeans,10228096.84,6164231.68,4063865.16,2819265.27,1244599.88,268554,39.73,12.17
2021-06-05,19,United States,American Eagle,Mens Apparel,Others,5891065.44,3806543.18,2084522.25,1765063.76,319458.5,145965,35.38,5.42
2021-06-05,19,United States,American Eagle,Mens Apparel,Tops,7403521.57,4232946.37,3170575.2,2189162.73,981412.47,245162,42.83,13.26
2021-06-05,19,United States,American Eagle,Womens Apparel,Accessories,5586058.06,3161374.01,2424684.05,1750836.27,673847.78,141504,43.41,12.06
2021-06-05,19,United States,American Eagle,Womens Apparel,Dresses,6443018.17,3878813.42,2564204.74,1697284.66,866920.08,205755,39.8,13.46
2021-06-05,19,United States,American Eagle,Womens Apparel,Jeans,11173208.05,6757356.69,4415851.36,2800558.95,1615292.41,372104,39.52,14.46
2021-06-05,19,United States,American Eagle,Womens Apparel,Others,5969596.04,3877743.75,2091852.29,1699030.71,392821.58,121196,35.04,6.58
